user_id,item_id
62.0,128.0
62.0,151.0
62.0,280.0
62.0,32.0
62.0,281.0
62.0,301.0
62.0,306.0
62.0,53.0
62.0,28.0
63.0,17.0
63.0,28.0
63.0,116.0
63.0,11.0
63.0,58.0
63.0,123.0
63.0,183.0
63.0,199.0
63.0,114.0
63.0,40.0
64.0,121.0
64.0,21.0
64.0,111.0
64.0,36.0
64.0,59.0
64.0,219.0
64.0,260.0
64.0,314.0
64.0,83.0
64.0,53.0
65.0,22.0
65.0,39.0
65.0,40.0
65.0,18.0
65.0,31.0
65.0,41.0
65.0,44.0
65.0,46.0
65.0,34.0
65.0,26.0
66.0,41.0
66.0,28.0
66.0,39.0
66.0,45.0
66.0,24.0
66.0,80.0
66.0,82.0
66.0,111.0
66.0,73.0
66.0,53.0
67.0,599.0
67.0,341.0
67.0,538.0
67.0,728.0
67.0,136.0
67.0,759.0
67.0,764.0
67.0,898.0
67.0,233.0
67.0,125.0
68.0,97.0
68.0,613.0
68.0,713.0
68.0,846.0
68.0,602.0
68.0,942.0
68.0,949.0
68.0,959.0
68.0,605.0
68.0,465.0
69.0,58.0
69.0,18.0
69.0,59.0
69.0,198.0
69.0,101.0
69.0,202.0
69.0,215.0
69.0,231.0
69.0,110.0
69.0,17.0
70.0,97.0
70.0,993.0
70.0,602.0
70.0,53.0
70.0,52.0
70.0,47.0
70.0,131.0
70.0,136.0
70.0,6.0
70.0,199.0
71.0,13.0
71.0,30.0
71.0,32.0
71.0,34.0
71.0,6.0
71.0,35.0
71.0,36.0
71.0,47.0
71.0,29.0
71.0,27.0
72.0,615.0
72.0,47.0
72.0,497.0
72.0,671.0
72.0,59.0
72.0,702.0
72.0,705.0
72.0,715.0
72.0,176.0
72.0,50.0
73.0,125.0
73.0,144.0
73.0,268.0
73.0,322.0
73.0,49.0
73.0,527.0
73.0,659.0
73.0,796.0
73.0,176.0
73.0,36.0
74.0,778.0
74.0,28.0
74.0,583.0
74.0,787.0
74.0,263.0
74.0,872.0
74.0,913.0
74.0,927.0
74.0,306.0
74.0,224.0
75.0,949.0
75.0,907.0
75.0,872.0
75.0,581.0
75.0,123.0
75.0,279.0
75.0,337.0
75.0,178.0
75.0,347.0
75.0,164.0
76.0,232.0
76.0,26.0
76.0,125.0
76.0,247.0
76.0,110.0
76.0,269.0
76.0,299.0
76.0,306.0
76.0,123.0
76.0,97.0
77.0,407.0
77.0,82.0
77.0,232.0
77.0,680.0
77.0,136.0
77.0,729.0
77.0,746.0
77.0,750.0
77.0,213.0
77.0,111.0
78.0,41.0
78.0,35.0
78.0,36.0
78.0,47.0
78.0,28.0
78.0,50.0
78.0,59.0
78.0,62.0
78.0,34.0
78.0,7.0
79.0,428.0
79.0,115.0
79.0,364.0
79.0,501.0
79.0,49.0
79.0,601.0
79.0,602.0
79.0,668.0
79.0,306.0
79.0,50.0
80.0,759.0
80.0,318.0
80.0,326.0
80.0,29.0
80.0,592.0
80.0,646.0
80.0,670.0
80.0,260.0
80.0,746.0
80.0,277.0
81.0,307.0
81.0,249.0
81.0,205.0
81.0,214.0
81.0,115.0
81.0,898.0
81.0,899.0
81.0,908.0
81.0,909.0
81.0,646.0
82.0,927.0
82.0,214.0
82.0,963.0
82.0,766.0
82.0,308.0
82.0,114.0
82.0,53.0
82.0,215.0
82.0,19.0
82.0,263.0
83.0,154.0
83.0,1.0
83.0,134.0
83.0,226.0
83.0,111.0
83.0,246.0
83.0,306.0
83.0,308.0
83.0,123.0
83.0,97.0
84.0,929.0
84.0,483.0
84.0,67.0
84.0,309.0
84.0,214.0
84.0,314.0
84.0,319.0
84.0,417.0
84.0,123.0
84.0,175.0
85.0,35.0
85.0,36.0
85.0,50.0
85.0,74.0
85.0,29.0
85.0,77.0
85.0,116.0
85.0,136.0
85.0,43.0
85.0,7.0
86.0,30.0
86.0,59.0
86.0,62.0
86.0,29.0
86.0,6.0
86.0,80.0
86.0,83.0
86.0,85.0
86.0,35.0
86.0,25.0
87.0,58.0
87.0,50.0
87.0,53.0
87.0,1.0
87.0,28.0
87.0,63.0
87.0,69.0
87.0,77.0
87.0,34.0
87.0,27.0
88.0,18.0
88.0,17.0
88.0,26.0
88.0,24.0
88.0,47.0
88.0,58.0
88.0,59.0
88.0,67.0
88.0,53.0
88.0,35.0
89.0,97.0
89.0,86.0
89.0,213.0
89.0,232.0
89.0,53.0
89.0,249.0
89.0,263.0
89.0,302.0
89.0,162.0
89.0,136.0
90.0,21.0
90.0,105.0
90.0,114.0
90.0,131.0
90.0,84.0
90.0,134.0
90.0,136.0
90.0,155.0
90.0,98.0
90.0,82.0
91.0,69.0
91.0,82.0
91.0,154.0
91.0,180.0
91.0,116.0
91.0,214.0
91.0,287.0
91.0,324.0
91.0,123.0
91.0,97.0
92.0,34.0
92.0,230.0
92.0,260.0
92.0,301.0
92.0,117.0
92.0,308.0
92.0,317.0
92.0,318.0
92.0,120.0
92.0,59.0
93.0,21.0
93.0,52.0
93.0,58.0
93.0,11.0
93.0,16.0
93.0,69.0
93.0,97.0
93.0,113.0
93.0,50.0
93.0,1.0
94.0,230.0
94.0,896.0
94.0,581.0
94.0,456.0
94.0,428.0
94.0,265.0
94.0,194.0
94.0,298.0
94.0,180.0
94.0,128.0
95.0,803.0
95.0,647.0
95.0,722.0
95.0,97.0
95.0,261.0
95.0,891.0
95.0,923.0
95.0,955.0
95.0,488.0
95.0,162.0
96.0,29.0
96.0,1.0
96.0,14.0
96.0,32.0
96.0,6.0
96.0,50.0
96.0,52.0
96.0,58.0
96.0,28.0
96.0,11.0
97.0,21.0
97.0,58.0
97.0,59.0
97.0,26.0
97.0,36.0
97.0,69.0
97.0,80.0
97.0,82.0
97.0,50.0
97.0,35.0
98.0,26.0
98.0,34.0
98.0,67.0
98.0,31.0
98.0,58.0
98.0,103.0
98.0,110.0
98.0,128.0
98.0,59.0
98.0,41.0
99.0,888.0
99.0,931.0
99.0,988.0
99.0,950.0
99.0,922.0
99.0,314.0
99.0,293.0
99.0,296.0
99.0,50.0
99.0,306.0
100.0,262.0
100.0,80.0
100.0,214.0
100.0,11.0
100.0,114.0
100.0,263.0
100.0,265.0
100.0,270.0
100.0,116.0
100.0,111.0
101.0,930.0
101.0,321.0
101.0,456.0
101.0,319.0
101.0,514.0
101.0,515.0
101.0,523.0
101.0,69.0
101.0,541.0
101.0,105.0
102.0,23.0
102.0,32.0
102.0,73.0
102.0,39.0
102.0,52.0
102.0,105.0
102.0,147.0
102.0,149.0
102.0,62.0
102.0,28.0
103.0,80.0
103.0,50.0
103.0,59.0
103.0,206.0
103.0,32.0
103.0,213.0
103.0,232.0
103.0,264.0
103.0,53.0
103.0,23.0
104.0,2.0
104.0,21.0
104.0,28.0
104.0,17.0
104.0,13.0
104.0,29.0
104.0,30.0
104.0,32.0
104.0,27.0
104.0,11.0
105.0,97.0
105.0,28.0
105.0,73.0
105.0,80.0
105.0,41.0
105.0,199.0
105.0,260.0
105.0,263.0
105.0,116.0
105.0,59.0
106.0,123.0
106.0,59.0
106.0,111.0
106.0,151.0
106.0,53.0
106.0,163.0
106.0,165.0
106.0,180.0
106.0,58.0
106.0,24.0
107.0,965.0
107.0,915.0
107.0,907.0
107.0,898.0
107.0,319.0
107.0,82.0
107.0,296.0
107.0,28.0
107.0,318.0
107.0,268.0
108.0,796.0
108.0,492.0
108.0,769.0
108.0,902.0
108.0,302.0
108.0,904.0
108.0,923.0
108.0,954.0
108.0,318.0
108.0,260.0
109.0,668.0
109.0,307.0
109.0,334.0
109.0,695.0
109.0,226.0
109.0,935.0
109.0,940.0
109.0,941.0
109.0,306.0
109.0,171.0
110.0,11.0
110.0,10.0
110.0,17.0
110.0,41.0
110.0,6.0
110.0,43.0
110.0,50.0
110.0,53.0
110.0,40.0
110.0,35.0
111.0,34.0
111.0,27.0
111.0,43.0
111.0,30.0
111.0,25.0
111.0,47.0
111.0,50.0
111.0,58.0
111.0,41.0
111.0,24.0
112.0,549.0
112.0,28.0
112.0,97.0
112.0,96.0
112.0,62.0
112.0,299.0
112.0,322.0
112.0,461.0
112.0,538.0
112.0,214.0
113.0,43.0
113.0,850.0
113.0,919.0
113.0,970.0
113.0,407.0
113.0,999.0
113.0,602.0
113.0,318.0
113.0,162.0
113.0,18.0
114.0,263.0
114.0,205.0
114.0,213.0
114.0,287.0
114.0,124.0
114.0,296.0
114.0,307.0
114.0,451.0
114.0,144.0
114.0,85.0
115.0,263.0
115.0,18.0
115.0,260.0
115.0,348.0
115.0,152.0
115.0,356.0
115.0,497.0
115.0,515.0
115.0,187.0
115.0,77.0
116.0,134.0
116.0,59.0
116.0,128.0
116.0,150.0
116.0,97.0
116.0,162.0
116.0,215.0
116.0,356.0
116.0,110.0
116.0,35.0
117.0,11.0
117.0,17.0
117.0,34.0
117.0,38.0
117.0,28.0
117.0,50.0
117.0,53.0
117.0,58.0
117.0,30.0
117.0,16.0
118.0,979.0
118.0,214.0
118.0,247.0
118.0,924.0
118.0,844.0
118.0,308.0
118.0,232.0
118.0,50.0
118.0,260.0
118.0,17.0
119.0,111.0
119.0,525.0
119.0,670.0
119.0,677.0
119.0,260.0
119.0,681.0
119.0,705.0
119.0,741.0
119.0,279.0
119.0,214.0
120.0,32.0
120.0,29.0
120.0,34.0
120.0,80.0
120.0,22.0
120.0,82.0
120.0,83.0
120.0,84.0
120.0,47.0
120.0,41.0
121.0,910.0
121.0,720.0
121.0,750.0
121.0,162.0
121.0,96.0
121.0,912.0
121.0,923.0
121.0,931.0
121.0,363.0
121.0,58.0
122.0,527.0
122.0,149.0
122.0,199.0
122.0,538.0
122.0,492.0
122.0,635.0
122.0,670.0
122.0,876.0
122.0,504.0
122.0,318.0
123.0,385.0
123.0,36.0
123.0,260.0
123.0,446.0
123.0,347.0
123.0,506.0
123.0,541.0
123.0,549.0
123.0,352.0
123.0,264.0
124.0,741.0
124.0,62.0
124.0,678.0
124.0,907.0
124.0,324.0
124.0,909.0
124.0,913.0
124.0,955.0
124.0,649.0
124.0,59.0
125.0,83.0
125.0,27.0
125.0,80.0
125.0,101.0
125.0,50.0
125.0,106.0
125.0,123.0
125.0,124.0
125.0,53.0
125.0,31.0
126.0,47.0
126.0,17.0
126.0,24.0
126.0,26.0
126.0,6.0
126.0,61.0
126.0,83.0
126.0,86.0
126.0,36.0
126.0,35.0
127.0,1.0
127.0,39.0
127.0,41.0
127.0,45.0
127.0,18.0
127.0,50.0
127.0,53.0
127.0,58.0
127.0,30.0
127.0,28.0
128.0,155.0
128.0,53.0
128.0,120.0
128.0,41.0
128.0,59.0
128.0,175.0
128.0,207.0
128.0,215.0
128.0,88.0
128.0,29.0
129.0,1.0
129.0,11.0
129.0,16.0
129.0,26.0
129.0,32.0
129.0,28.0
129.0,29.0
129.0,72.0
129.0,55.0
129.0,31.0
130.0,150.0
130.0,110.0
130.0,143.0
130.0,165.0
130.0,16.0
130.0,171.0
130.0,223.0
130.0,262.0
130.0,82.0
130.0,58.0
131.0,29.0
131.0,28.0
131.0,58.0
131.0,80.0
131.0,50.0
131.0,82.0
131.0,125.0
131.0,136.0
131.0,52.0
131.0,49.0
132.0,702.0
132.0,155.0
132.0,602.0
132.0,97.0
132.0,307.0
132.0,932.0
132.0,308.0
132.0,183.0
132.0,116.0
132.0,83.0
133.0,246.0
133.0,111.0
133.0,134.0
133.0,296.0
133.0,50.0
133.0,318.0
133.0,509.0
133.0,527.0
133.0,82.0
133.0,16.0
134.0,57.0
134.0,26.0
134.0,223.0
134.0,59.0
134.0,50.0
134.0,299.0
134.0,483.0
134.0,549.0
134.0,211.0
134.0,199.0
135.0,18.0
135.0,10.0
135.0,29.0
135.0,8.0
135.0,6.0
135.0,30.0
135.0,36.0
135.0,37.0
135.0,28.0
135.0,16.0
136.0,111.0
136.0,43.0
136.0,53.0
136.0,114.0
136.0,82.0
136.0,123.0
136.0,136.0
136.0,149.0
136.0,83.0
136.0,17.0
137.0,69.0
137.0,541.0
137.0,593.0
137.0,624.0
137.0,232.0
137.0,791.0
137.0,803.0
137.0,898.0
137.0,527.0
137.0,213.0
138.0,455.0
138.0,50.0
138.0,86.0
138.0,483.0
138.0,229.0
138.0,535.0
138.0,568.0
138.0,593.0
138.0,264.0
138.0,211.0
139.0,858.0
139.0,246.0
139.0,334.0
139.0,912.0
139.0,97.0
139.0,326.0
139.0,50.0
139.0,25.0
139.0,30.0
139.0,16.0
140.0,101.0
140.0,28.0
140.0,97.0
140.0,1.0
140.0,53.0
140.0,110.0
140.0,115.0
140.0,123.0
140.0,80.0
140.0,50.0
141.0,96.0
141.0,29.0
141.0,82.0
141.0,114.0
141.0,62.0
141.0,124.0
141.0,125.0
141.0,144.0
141.0,72.0
141.0,25.0
142.0,82.0
142.0,898.0
142.0,928.0
142.0,69.0
142.0,501.0
142.0,930.0
142.0,949.0
142.0,953.0
142.0,689.0
142.0,115.0
143.0,36.0
143.0,41.0
143.0,77.0
143.0,28.0
143.0,59.0
143.0,82.0
143.0,115.0
143.0,123.0
143.0,73.0
143.0,50.0
144.0,58.0
144.0,645.0
144.0,693.0
144.0,28.0
144.0,602.0
144.0,123.0
144.0,850.0
144.0,955.0
144.0,632.0
144.0,154.0
145.0,341.0
145.0,288.0
145.0,846.0
145.0,702.0
145.0,501.0
145.0,930.0
145.0,348.0
145.0,58.0
145.0,260.0
145.0,69.0
146.0,627.0
146.0,326.0
146.0,541.0
146.0,633.0
146.0,97.0
146.0,750.0
146.0,787.0
146.0,912.0
146.0,246.0
146.0,50.0
147.0,341.0
147.0,97.0
147.0,162.0
147.0,125.0
147.0,306.0
147.0,441.0
147.0,483.0
147.0,665.0
147.0,326.0
147.0,50.0
148.0,750.0
148.0,97.0
148.0,714.0
148.0,136.0
148.0,428.0
148.0,831.0
148.0,922.0
148.0,924.0
148.0,681.0
148.0,167.0
149.0,114.0
149.0,30.0
149.0,96.0
149.0,121.0
149.0,26.0
149.0,130.0
149.0,134.0
149.0,161.0
149.0,58.0
149.0,40.0
150.0,123.0
150.0,110.0
150.0,121.0
150.0,1.0
150.0,82.0
150.0,147.0
150.0,170.0
150.0,171.0
150.0,97.0
150.0,47.0
151.0,114.0
151.0,58.0
151.0,111.0
151.0,72.0
151.0,91.0
151.0,127.0
151.0,156.0
151.0,180.0
151.0,97.0
151.0,27.0
152.0,838.0
152.0,624.0
152.0,509.0
152.0,456.0
152.0,363.0
152.0,115.0
152.0,136.0
152.0,43.0
152.0,188.0
152.0,110.0
153.0,1.0
153.0,10.0
153.0,5.0
153.0,2.0
153.0,16.0
153.0,13.0
153.0,21.0
153.0,22.0
153.0,17.0
153.0,11.0
154.0,686.0
154.0,950.0
154.0,615.0
154.0,613.0
154.0,541.0
154.0,80.0
154.0,670.0
154.0,318.0
154.0,702.0
154.0,392.0
155.0,769.0
155.0,59.0
155.0,549.0
155.0,848.0
155.0,266.0
155.0,898.0
155.0,916.0
155.0,973.0
155.0,394.0
155.0,123.0
156.0,47.0
156.0,27.0
156.0,28.0
156.0,14.0
156.0,39.0
156.0,52.0
156.0,58.0
156.0,59.0
156.0,41.0
156.0,1.0
157.0,679.0
157.0,446.0
157.0,541.0
157.0,293.0
157.0,632.0
157.0,249.0
157.0,930.0
157.0,936.0
157.0,290.0
157.0,211.0
158.0,28.0
158.0,17.0
158.0,59.0
158.0,26.0
158.0,6.0
158.0,62.0
158.0,68.0
158.0,82.0
158.0,47.0
158.0,1.0
159.0,82.0
159.0,29.0
159.0,36.0
159.0,121.0
159.0,53.0
159.0,128.0
159.0,141.0
159.0,154.0
159.0,57.0
159.0,47.0
160.0,21.0
160.0,156.0
160.0,199.0
160.0,49.0
160.0,137.0
160.0,249.0
160.0,272.0
160.0,281.0
160.0,139.0
160.0,111.0
161.0,937.0
161.0,678.0
161.0,720.0
161.0,946.0
161.0,262.0
161.0,646.0
161.0,223.0
161.0,81.0
161.0,82.0
161.0,80.0
162.0,937.0
162.0,279.0
162.0,96.0
162.0,84.0
162.0,29.0
162.0,124.0
162.0,183.0
162.0,214.0
162.0,32.0
162.0,235.0
163.0,73.0
163.0,16.0
163.0,50.0
163.0,77.0
163.0,30.0
163.0,80.0
163.0,82.0
163.0,94.0
163.0,35.0
163.0,28.0
164.0,219.0
164.0,199.0
164.0,202.0
164.0,17.0
164.0,125.0
164.0,246.0
164.0,249.0
164.0,265.0
164.0,136.0
164.0,97.0
165.0,29.0
165.0,21.0
165.0,30.0
165.0,82.0
165.0,50.0
165.0,83.0
165.0,104.0
165.0,111.0
165.0,59.0
165.0,49.0
166.0,205.0
166.0,164.0
166.0,199.0
166.0,239.0
166.0,134.0
166.0,260.0
166.0,279.0
166.0,299.0
166.0,156.0
166.0,110.0
167.0,167.0
167.0,136.0
167.0,154.0
167.0,12.0
167.0,59.0
167.0,213.0
167.0,215.0
167.0,218.0
167.0,104.0
167.0,17.0
168.0,506.0
168.0,321.0
168.0,501.0
168.0,534.0
168.0,155.0
168.0,538.0
168.0,602.0
168.0,608.0
168.0,235.0
168.0,36.0
169.0,790.0
169.0,670.0
169.0,735.0
169.0,800.0
169.0,550.0
169.0,899.0
169.0,945.0
169.0,963.0
169.0,665.0
169.0,501.0
170.0,509.0
170.0,219.0
170.0,446.0
170.0,541.0
170.0,147.0
170.0,589.0
170.0,678.0
170.0,720.0
170.0,199.0
170.0,123.0
171.0,59.0
171.0,49.0
171.0,50.0
171.0,72.0
171.0,46.0
171.0,96.0
171.0,104.0
171.0,112.0
171.0,47.0
171.0,35.0
172.0,86.0
172.0,45.0
172.0,83.0
172.0,159.0
172.0,58.0
172.0,199.0
172.0,215.0
172.0,232.0
172.0,73.0
172.0,11.0
173.0,2.0
173.0,5.0
173.0,22.0
173.0,1.0
173.0,17.0
173.0,11.0
173.0,25.0
173.0,26.0
173.0,18.0
173.0,3.0
174.0,199.0
174.0,50.0
174.0,188.0
174.0,215.0
174.0,125.0
174.0,246.0
174.0,263.0
174.0,296.0
174.0,147.0
174.0,121.0
175.0,28.0
175.0,134.0
175.0,456.0
175.0,117.0
175.0,214.0
175.0,527.0
175.0,597.0
175.0,678.0
